,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
152,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14480.0,0.4,47.25,98280.0,0.6,20.68,31.62,45.57,60.78,81.28,43010.0,65760.0,94790.0,126420.0,169050.0,,,2018
153,17-2000,Engineers,minor,1665220.0,0.7,47.21,98190.0,0.3,27.06,34.14,44.34,57.36,72.49,56280.0,71010.0,92220.0,119300.0,150780.0,,,2018
154,11-9032,"Education Administrators, Elementary and Secondary School",detailed,250280.0,0.7,*,97440.0,0.6,*,*,*,*,*,60760.0,75010.0,94390.0,117720.0,140780.0,,,2018
155,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,389610.0,1.1,46.85,97440.0,1.4,15.89,19.55,30.66,58.63,#,33060.0,40670.0,63780.0,121960.0,#,,,2018
156,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,389610.0,1.1,46.85,97440.0,1.4,15.89,19.55,30.66,58.63,#,33060.0,40670.0,63780.0,121960.0,#,,,2018
157,17-2120,Marine Engineers and Naval Architects,broad,10960.0,4.6,46.59,96910.0,1.5,30.76,35.3,43.74,55.66,69.98,63980.0,73430.0,90970.0,115760.0,145550.0,,,2018
158,17-2121,Marine Engineers and Naval Architects,detailed,10960.0,4.6,46.59,96910.0,1.5,30.76,35.3,43.74,55.66,69.98,63980.0,73430.0,90970.0,115760.0,145550.0,,,2018
159,53-2000,Air Transportation Workers,minor,273950.0,3.7,*,96890.0,2.3,*,*,*,*,*,33570.0,48930.0,72310.0,122750.0,189000.0,,,2018
160,19-1042,"Medical Scientists, Except Epidemiologists",detailed,111690.0,2.8,46.19,96070.0,1.5,21.69,27.8,39.46,56.48,77.17,45120.0,57820.0,82090.0,117470.0,160520.0,,,2018
161,11-9030,Education Administrators,broad,477750.0,0.6,45.8,95270.0,0.5,22.93,31.87,42.74,56.01,71.72,47690.0,66300.0,88890.0,116490.0,149180.0,,,2018
162,19-1040,Medical Scientists,broad,118560.0,2.7,45.64,94920.0,1.5,21.64,27.68,38.93,55.68,76.3,45000.0,57580.0,80970.0,115810.0,158690.0,,,2018
163,25-1050,"Physical Sciences Teachers, Postsecondary",broad,51530.0,1.4,*,94740.0,1.0,*,*,*,*,*,44860.0,59250.0,81230.0,116720.0,161710.0,,,2018
164,51-8011,Nuclear Power Reactor Operators,detailed,6010.0,5.8,45.36,94350.0,1.3,32.5,38.66,44.89,52.66,60.76,67590.0,80420.0,93370.0,109540.0,126380.0,,,2018
165,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,43540.0,2.8,*,94200.0,1.7,*,*,*,*,*,36200.0,50130.0,70640.0,113780.0,188300.0,,,2018
166,15-1120,Computer and Information Analysts,broad,687210.0,0.9,45.1,93800.0,0.3,25.95,33.06,42.92,55.03,68.59,53980.0,68770.0,89280.0,114470.0,142670.0,,,2018
167,19-2020,Atmospheric and Space Scientists,broad,8940.0,3.5,45.05,93710.0,1.1,24.13,33.03,44.27,54.27,66.47,50180.0,68700.0,92070.0,112880.0,138250.0,,,2018
168,19-2021,Atmospheric and Space Scientists,detailed,8940.0,3.5,45.05,93710.0,1.1,24.13,33.03,44.27,54.27,66.47,50180.0,68700.0,92070.0,112880.0,138250.0,,,2018
169,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,5770.0,2.3,*,93500.0,1.5,*,*,*,*,*,44690.0,59610.0,81580.0,117480.0,160390.0,,,2018
170,13-1110,Management Analysts,broad,659200.0,0.8,44.92,93440.0,0.4,22.66,29.62,39.64,53.17,73.18,47140.0,61610.0,82450.0,110600.0,152210.0,,,2018
171,13-1111,Management Analysts,detailed,659200.0,0.8,44.92,93440.0,0.4,22.66,29.62,39.64,53.17,73.18,47140.0,61610.0,82450.0,110600.0,152210.0,,,2018
172,19-3039,"Psychologists, All Other",detailed,12880.0,2.0,44.92,93440.0,1.7,19.33,33.85,46.99,53.63,60.64,40210.0,70410.0,97740.0,111560.0,126140.0,,,2018
173,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,2000.0,5.7,*,93200.0,1.8,*,*,*,*,*,48260.0,63910.0,87420.0,116450.0,147740.0,,,2018
174,11-9060,Funeral Service Managers,broad,8350.0,4.0,44.76,93090.0,2.8,19.2,27.7,37.52,53.54,73.72,39940.0,57610.0,78040.0,111370.0,153340.0,,,2018
175,11-9061,Funeral Service Managers,detailed,8350.0,4.0,44.76,93090.0,2.8,19.2,27.7,37.52,53.54,73.72,39940.0,57610.0,78040.0,111370.0,153340.0,,,2018
176,25-1042,"Biological Science Teachers, Postsecondary",detailed,49910.0,1.6,*,93010.0,1.0,*,*,*,*,*,43160.0,56920.0,78240.0,113270.0,162470.0,,,2018
177,17-2030,Biomedical Engineers,broad,20100.0,4.3,44.7,92970.0,1.0,25.04,32.47,42.33,54.32,68.56,52070.0,67540.0,88040.0,112990.0,142610.0,,,2018
178,17-2031,Biomedical Engineers,detailed,20100.0,4.3,44.7,92970.0,1.0,25.04,32.47,42.33,54.32,68.56,52070.0,67540.0,88040.0,112990.0,142610.0,,,2018
179,25-1040,"Life Sciences Teachers, Postsecondary",broad,62710.0,1.5,*,92790.0,1.0,*,*,*,*,*,43140.0,57400.0,79710.0,114040.0,159470.0,,,2018
180,15-1121,Computer Systems Analysts,detailed,581960.0,1.0,44.59,92740.0,0.3,25.84,32.82,42.44,54.11,67.24,53750.0,68260.0,88270.0,112540.0,139850.0,,,2018
181,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,26130.0,2.1,44.32,92190.0,0.6,24.92,32.05,42.55,54.89,67.13,51820.0,66660.0,88510.0,114180.0,139630.0,,,2018
182,15-1140,Database and Systems Administrators and Network Architects,broad,646570.0,0.7,44.26,92070.0,0.2,24.63,31.65,41.87,55.11,68.5,51230.0,65830.0,87090.0,114620.0,142480.0,,,2018
183,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,327190.0,1.8,44.24,92010.0,0.9,19.07,26.58,37.9,55.41,75.72,39660.0,55280.0,78830.0,115250.0,157490.0,,,2018
184,17-2050,Civil Engineers,broad,298910.0,1.2,44.13,91790.0,0.4,26.04,31.86,40.75,52.85,66.4,54150.0,66260.0,84770.0,109930.0,138110.0,,,2018
185,17-2051,Civil Engineers,detailed,298910.0,1.2,44.13,91790.0,0.4,26.04,31.86,40.75,52.85,66.4,54150.0,66260.0,84770.0,109930.0,138110.0,,,2018
186,13-2060,Financial Examiners,broad,52580.0,1.8,44.12,91780.0,0.7,22.79,29.37,39.28,54.47,73.97,47400.0,61090.0,81690.0,113300.0,153850.0,,,2018
187,13-2061,Financial Examiners,detailed,52580.0,1.8,44.12,91780.0,0.7,22.79,29.37,39.28,54.47,73.97,47400.0,61090.0,81690.0,113300.0,153850.0,,,2018
188,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,10800.0,3.6,*,91690.0,2.2,*,*,*,*,*,42290.0,59300.0,86140.0,115920.0,149260.0,,,2018
189,25-1021,"Computer Science Teachers, Postsecondary",detailed,32230.0,2.0,*,91590.0,1.1,*,*,*,*,*,41270.0,56070.0,78630.0,113930.0,159180.0,,,2018
190,33-1012,First-Line Supervisors of Police and Detectives,detailed,104860.0,0.4,44.03,91590.0,0.6,24.61,31.94,42.26,54.17,67.46,51200.0,66430.0,87910.0,112670.0,140320.0,,,2018
191,17-2140,Mechanical Engineers,broad,291290.0,1.6,43.99,91500.0,0.4,26.59,32.82,41.29,52.2,64.37,55310.0,68270.0,85880.0,108580.0,133900.0,,,2018
192,17-2141,Mechanical Engineers,detailed,291290.0,1.6,43.99,91500.0,0.4,26.59,32.82,41.29,52.2,64.37,55310.0,68270.0,85880.0,108580.0,133900.0,,,2018
193,17-2080,Environmental Engineers,broad,52640.0,1.8,43.83,91180.0,0.7,25.08,31.59,41.73,53.21,64.45,52160.0,65710.0,86800.0,110680.0,134060.0,,,2018
194,17-2081,Environmental Engineers,detailed,52640.0,1.8,43.83,91180.0,0.7,25.08,31.59,41.73,53.21,64.45,52160.0,65710.0,86800.0,110680.0,134060.0,,,2018
195,15-1190,Miscellaneous Computer Occupations,broad,315830.0,0.9,43.79,91080.0,0.4,22.23,31.4,42.56,54.89,67.02,46240.0,65320.0,88510.0,114180.0,139390.0,,,2018
196,15-1199,"Computer Occupations, All Other",detailed,315830.0,0.9,43.79,91080.0,0.4,22.23,31.4,42.56,54.89,67.02,46240.0,65320.0,88510.0,114180.0,139390.0,,,2018
197,25-1031,"Architecture Teachers, Postsecondary",detailed,7280.0,5.3,*,91000.0,3.1,*,*,*,*,*,42460.0,57130.0,80050.0,110980.0,152540.0,,,2018
198,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,15450.0,4.1,43.69,90870.0,3.9,14.91,21.09,31.22,50.0,96.3,31020.0,43870.0,64940.0,104010.0,200310.0,,,2018
199,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,15450.0,4.1,43.69,90870.0,3.9,14.91,21.09,31.22,50.0,96.3,31020.0,43870.0,64940.0,104010.0,200310.0,,,2018
200,27-2012,Producers and Directors,detailed,117520.0,1.9,43.64,90770.0,1.3,16.22,23.16,34.43,53.49,78.99,33730.0,48170.0,71620.0,111270.0,164290.0,,,2018
201,25-1052,"Chemistry Teachers, Postsecondary",detailed,21090.0,1.6,*,90610.0,1.0,*,*,*,*,*,43110.0,56720.0,77190.0,107650.0,157130.0,,,2018
202,17-2110,"Industrial Engineers, Including Health and Safety",broad,291660.0,1.0,43.51,90500.0,0.4,26.4,32.89,41.39,51.76,63.25,54920.0,68420.0,86090.0,107650.0,131560.0,,,2018
203,15-2000,Mathematical Science Occupations,minor,166530.0,1.6,43.49,90460.0,0.4,22.75,29.9,40.41,53.85,68.82,47330.0,62190.0,84060.0,112010.0,143140.0,,,2018
204,17-2112,Industrial Engineers,detailed,265520.0,1.1,43.43,90340.0,0.4,26.55,32.96,41.29,51.43,62.95,55230.0,68550.0,85880.0,106970.0,130930.0,,,2018
205,15-0000,Computer and Mathematical Occupations,major,4261460.0,0.5,43.18,89810.0,0.4,20.95,29.02,40.66,54.87,69.63,43580.0,60360.0,84560.0,114130.0,144830.0,,,2018
206,15-1100,Computer Occupations,minor,4094930.0,0.5,43.16,89780.0,0.4,20.88,28.98,40.67,54.91,69.66,43440.0,60270.0,84580.0,114210.0,144890.0,,,2018
207,25-1060,"Social Sciences Teachers, Postsecondary",broad,115860.0,1.2,*,89600.0,1.1,*,*,*,*,*,37760.0,54460.0,76210.0,108880.0,160840.0,,,2018
208,53-2012,Commercial Pilots,detailed,38490.0,3.1,*,89350.0,1.3,*,*,*,*,*,43570.0,58910.0,78740.0,106990.0,152180.0,,,2018
209,15-1141,Database Administrators,detailed,113690.0,1.1,42.81,89050.0,0.3,23.31,30.7,41.84,54.18,63.66,48480.0,63850.0,87020.0,112700.0,132420.0,,,2018
210,15-2040,Statisticians,broad,36540.0,2.2,42.78,88980.0,0.7,24.36,30.88,40.41,52.16,64.29,50660.0,64230.0,84060.0,108500.0,133720.0,,,2018
211,15-2041,Statisticians,detailed,36540.0,2.2,42.78,88980.0,0.7,24.36,30.88,40.41,52.16,64.29,50660.0,64230.0,84060.0,108500.0,133720.0,,,2018
212,19-2000,Physical Scientists,minor,253660.0,1.1,42.53,88470.0,0.6,21.18,27.52,37.88,52.82,70.02,44050.0,57240.0,78790.0,109870.0,145630.0,,,2018
213,27-2021,Athletes and Sports Competitors,detailed,11150.0,5.6,*,88300.0,4.5,*,*,*,*,*,19220.0,26390.0,51370.0,102940.0,#,,,2018
214,27-3021,Broadcast News Analysts,detailed,5700.0,8.2,42.43,88250.0,3.1,12.75,17.33,30.24,49.95,94.0,26510.0,36050.0,62910.0,103900.0,195520.0,,,2018
215,11-9039,"Education Administrators, All Other",detailed,36190.0,1.6,42.42,88240.0,0.8,20.99,28.42,39.25,52.27,66.42,43660.0,59120.0,81630.0,108720.0,138160.0,,,2018
216,29-1123,Physical Therapists,detailed,225420.0,1.1,42.34,88080.0,0.3,28.4,34.46,41.76,48.94,58.97,59080.0,71670.0,86850.0,101790.0,122650.0,,,2018
217,25-1064,"Geography Teachers, Postsecondary",detailed,3980.0,2.6,*,87810.0,1.3,*,*,*,*,*,42460.0,58450.0,78040.0,105660.0,147340.0,,,2018
218,25-1053,"Environmental Science Teachers, Postsecondary",detailed,5990.0,3.2,*,87660.0,1.4,*,*,*,*,*,43970.0,57240.0,76360.0,108490.0,150070.0,,,2018
219,15-1131,Computer Programmers,detailed,247690.0,1.9,42.08,87530.0,1.0,22.64,30.22,39.54,51.24,63.72,47090.0,62860.0,82240.0,106580.0,132530.0,,,2018
220,17-1011,"Architects, Except Landscape and Naval",detailed,103110.0,1.6,42.07,87500.0,1.0,22.83,29.11,37.72,49.36,64.71,47480.0,60550.0,78470.0,102680.0,134610.0,,,2018
221,25-1020,"Math and Computer Teachers, Postsecondary",broad,83100.0,1.4,*,87380.0,1.0,*,*,*,*,*,40200.0,53430.0,73780.0,105760.0,155870.0,,,2018
222,15-2030,Operations Research Analysts,broad,106050.0,2.2,41.59,86510.0,0.6,21.77,28.74,39.13,51.79,64.65,45270.0,59780.0,81390.0,107720.0,134470.0,,,2018
223,15-2031,Operations Research Analysts,detailed,106050.0,2.2,41.59,86510.0,0.6,21.77,28.74,39.13,51.79,64.65,45270.0,59780.0,81390.0,107720.0,134470.0,,,2018
224,15-1142,Network and Computer Systems Administrators,detailed,375040.0,0.8,41.51,86340.0,0.3,23.96,30.3,38.99,50.22,62.6,49830.0,63020.0,81100.0,104460.0,130200.0,,,2018
225,17-0000,Architecture and Engineering Occupations,major,2516780.0,0.6,41.44,86190.0,0.3,20.87,28.21,38.07,51.06,65.93,43420.0,58690.0,79180.0,106200.0,137130.0,,,2018
226,19-3040,Sociologists,broad,2770.0,5.6,41.41,86130.0,3.0,18.61,27.51,38.29,50.99,68.01,38710.0,57220.0,79650.0,106060.0,141450.0,,,2018
227,19-3041,Sociologists,detailed,2770.0,5.6,41.41,86130.0,3.0,18.61,27.51,38.29,50.99,68.01,38710.0,57220.0,79650.0,106060.0,141450.0,,,2018
228,29-1124,Radiation Therapists,detailed,17250.0,2.9,40.96,85190.0,0.6,26.7,31.92,38.73,48.57,59.14,55530.0,66400.0,80570.0,101030.0,123020.0,,,2018
229,25-1066,"Psychology Teachers, Postsecondary",detailed,37090.0,1.9,*,85050.0,1.1,*,*,*,*,*,38090.0,53890.0,73770.0,102580.0,148840.0,,,2018
230,17-1010,"Architects, Except Naval",broad,122160.0,1.4,40.82,84910.0,0.9,21.95,28.21,36.82,48.34,62.79,45660.0,58680.0,76590.0,100550.0,130610.0,,,2018
231,19-1000,Life Scientists,minor,292310.0,1.5,40.8,84860.0,0.9,20.3,25.96,35.43,49.08,67.08,42230.0,53990.0,73700.0,102090.0,139530.0,,,2018
232,27-2010,"Actors, Producers, and Directors",broad,161000.0,2.1,40.74,84740.0,1.4,11.52,18.49,30.17,49.95,79.98,23960.0,38470.0,62760.0,103890.0,166360.0,,,2018
233,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,50870.0,1.4,*,84710.0,1.0,*,*,*,*,*,39580.0,51960.0,70910.0,101270.0,153080.0,,,2018
234,29-1122,Occupational Therapists,detailed,126050.0,1.2,40.69,84640.0,0.4,26.23,32.68,40.0,48.23,57.91,54560.0,67970.0,83200.0,100320.0,120440.0,,,2018
235,33-1010,First-Line Supervisors of Law Enforcement Workers,broad,147140.0,0.4,40.62,84490.0,0.6,22.11,28.3,38.52,50.14,62.84,45980.0,58860.0,80120.0,104290.0,130710.0,,,2018
236,19-2043,Hydrologists,detailed,6350.0,3.5,40.53,84290.0,1.1,24.47,30.3,38.46,48.57,59.07,50900.0,63030.0,79990.0,101020.0,122870.0,,,2018
237,29-1190,Miscellaneous Health Diagnosing and Treating Practitioners,broad,35970.0,2.3,40.49,84210.0,1.4,19.76,26.71,35.49,51.73,66.43,41100.0,55560.0,73830.0,107610.0,138160.0,,,2018
238,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,35970.0,2.3,40.49,84210.0,1.4,19.76,26.71,35.49,51.73,66.43,41100.0,55560.0,73830.0,107610.0,138160.0,,,2018
239,19-1020,Biological Scientists,broad,104550.0,2.0,40.41,84060.0,1.4,20.46,26.45,36.04,48.37,65.55,42550.0,55020.0,74960.0,100600.0,136340.0,,,2018
240,27-4032,Film and Video Editors,detailed,30770.0,4.1,40.36,83950.0,3.7,14.44,19.93,29.41,46.8,78.57,30040.0,41460.0,61180.0,97340.0,163440.0,,,2018
241,19-2040,Environmental Scientists and Geoscientists,broad,116790.0,1.4,40.33,83890.0,0.7,20.68,26.49,35.51,48.4,64.2,43010.0,55100.0,73860.0,100670.0,133530.0,,,2018
242,25-1067,"Sociology Teachers, Postsecondary",detailed,13630.0,1.5,*,83840.0,1.1,*,*,*,*,*,40340.0,54550.0,73080.0,99220.0,139200.0,,,2018
243,19-2030,Chemists and Materials Scientists,broad,91880.0,2.1,40.14,83500.0,0.8,20.83,26.77,36.67,49.9,64.29,43330.0,55680.0,76280.0,103800.0,133730.0,,,2018
244,11-9070,Gaming Managers,broad,4420.0,3.3,40.12,83460.0,1.1,22.13,27.42,35.06,45.9,62.27,46040.0,57040.0,72930.0,95480.0,129520.0,,,2018
245,11-9071,Gaming Managers,detailed,4420.0,3.3,40.12,83460.0,1.1,22.13,27.42,35.06,45.9,62.27,46040.0,57040.0,72930.0,95480.0,129520.0,,,2018
246,19-3090,Miscellaneous Social Scientists and Related Workers,broad,52380.0,2.2,40.12,83450.0,1.7,21.4,28.81,37.83,49.87,62.08,44500.0,59930.0,78680.0,103720.0,129130.0,,,2018
247,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,251830.0,0.8,40.08,83370.0,0.4,18.48,25.45,34.45,48.16,68.82,38430.0,52930.0,71650.0,100170.0,143140.0,,,2018
248,29-1010,Chiropractors,broad,33630.0,2.5,40.07,83350.0,1.9,16.61,24.54,33.0,47.13,69.58,34550.0,51040.0,68640.0,98040.0,144730.0,,,2018
249,29-1011,Chiropractors,detailed,33630.0,2.5,40.07,83350.0,1.9,16.61,24.54,33.0,47.13,69.58,34550.0,51040.0,68640.0,98040.0,144730.0,,,2018
250,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,9850.0,2.1,*,83330.0,1.8,*,*,*,*,*,35640.0,50590.0,72230.0,101570.0,150830.0,,,2018
251,33-3020,Detectives and Criminal Investigators,broad,105350.0,0.3,40.06,83320.0,0.6,20.62,26.84,38.45,50.6,65.16,42880.0,55830.0,79970.0,105240.0,135530.0,,,2018
252,33-3021,Detectives and Criminal Investigators,detailed,105350.0,0.3,40.06,83320.0,0.6,20.62,26.84,38.45,50.6,65.16,42880.0,55830.0,79970.0,105240.0,135530.0,,,2018
253,19-3099,"Social Scientists and Related Workers, All Other",detailed,35490.0,2.9,40.01,83230.0,1.0,23.36,29.84,38.16,49.06,59.25,48580.0,62070.0,79370.0,102040.0,123230.0,,,2018
254,19-3000,Social Scientists and Related Workers,minor,243150.0,0.9,39.96,83110.0,1.0,20.52,27.53,37.01,48.72,61.26,42690.0,57250.0,76970.0,101330.0,127430.0,,,2018
255,13-2040,Credit Analysts,broad,74850.0,1.7,39.86,82900.0,0.9,20.2,25.76,34.27,47.62,67.73,42010.0,53590.0,71290.0,99040.0,140880.0,,,2018
256,13-2041,Credit Analysts,detailed,74850.0,1.7,39.86,82900.0,0.9,20.2,25.76,34.27,47.62,67.73,42010.0,53590.0,71290.0,99040.0,140880.0,,,2018
257,25-1125,"History Teachers, Postsecondary",detailed,21120.0,2.2,*,82900.0,1.1,*,*,*,*,*,40170.0,54220.0,72690.0,98680.0,134870.0,,,2018
258,27-1010,Artists and Related Workers,broad,90940.0,2.0,39.85,82900.0,0.7,16.5,24.56,35.62,49.56,68.19,34320.0,51090.0,74090.0,103090.0,141840.0,,,2018
259,25-1000,Postsecondary Teachers,minor,1525170.0,0.9,*,82880.0,1.0,*,*,*,*,*,29720.0,46120.0,67140.0,100990.0,155230.0,,,2018
260,19-3030,Psychologists,broad,121870.0,1.3,39.79,82770.0,0.7,20.35,27.42,37.03,48.51,59.87,42330.0,57040.0,77030.0,100900.0,124520.0,,,2018
261,51-8012,Power Distributors and Dispatchers,detailed,12110.0,3.1,39.57,82310.0,0.7,26.01,32.72,39.67,47.04,53.48,54090.0,68070.0,82510.0,97840.0,111250.0,,,2018
262,19-1090,Miscellaneous Life Scientists,broad,7120.0,4.6,39.55,82270.0,2.1,20.47,26.05,35.84,49.14,66.08,42590.0,54180.0,74540.0,102210.0,137440.0,,,2018
263,19-1099,"Life Scientists, All Other",detailed,7120.0,4.6,39.55,82270.0,2.1,20.47,26.05,35.84,49.14,66.08,42590.0,54180.0,74540.0,102210.0,137440.0,,,2018
264,13-2000,Financial Specialists,minor,2661230.0,0.4,39.51,82190.0,0.3,19.08,25.27,33.71,46.38,64.46,39690.0,52560.0,70120.0,96470.0,134070.0,,,2018
265,19-2031,Chemists,detailed,84400.0,2.3,39.36,81870.0,0.9,20.66,26.42,35.94,48.78,62.77,42960.0,54960.0,74740.0,101460.0,130560.0,,,2018
266,19-3031,"Clinical, Counseling, and School Psychologists",detailed,108060.0,1.4,39.1,81330.0,0.7,20.41,27.19,36.1,47.24,59.58,42460.0,56560.0,75090.0,98260.0,123920.0,,,2018
267,11-9160,Emergency Management Directors,broad,9560.0,1.6,39.01,81140.0,1.2,18.4,24.76,34.98,49.68,68.09,38270.0,51510.0,72760.0,103340.0,141620.0,,,2018
268,11-9161,Emergency Management Directors,detailed,9560.0,1.6,39.01,81140.0,1.2,18.4,24.76,34.98,49.68,68.09,38270.0,51510.0,72760.0,103340.0,141620.0,,,2018
269,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,35780.0,6.9,38.93,80970.0,2.3,17.13,23.72,34.1,48.8,66.65,35640.0,49340.0,70920.0,101510.0,138620.0,,,2018
270,29-0000,Healthcare Practitioners and Technical Occupations,major,8506740.0,0.3,38.83,80760.0,0.2,15.86,22.28,31.14,44.79,66.29,32990.0,46340.0,64770.0,93160.0,137890.0,,,2018
271,11-9010,"Farmers, Ranchers, and Other Agricultural Managers",broad,4610.0,6.0,38.62,80320.0,2.6,17.0,23.38,33.47,47.69,65.34,35360.0,48620.0,69620.0,99200.0,135900.0,,,2018
272,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,4610.0,6.0,38.62,80320.0,2.6,17.0,23.38,33.47,47.69,65.34,35360.0,48620.0,69620.0,99200.0,135900.0,,,2018
273,19-1029,"Biological Scientists, All Other",detailed,37590.0,1.9,38.56,80200.0,1.3,20.67,27.46,36.87,45.21,58.35,42990.0,57120.0,76690.0,94040.0,121360.0,,,2018
274,29-1180,Audiologists,broad,12020.0,4.5,38.48,80040.0,1.5,24.67,29.99,36.5,45.0,53.44,51300.0,62370.0,75920.0,93590.0,111150.0,,,2018
275,29-1181,Audiologists,detailed,12020.0,4.5,38.48,80040.0,1.5,24.67,29.99,36.5,45.0,53.44,51300.0,62370.0,75920.0,93590.0,111150.0,,,2018
276,19-4050,Nuclear Technicians,broad,6850.0,7.3,38.46,80000.0,1.6,23.13,30.0,38.64,46.69,54.03,48110.0,62410.0,80370.0,97120.0,112390.0,,,2018
277,19-4051,Nuclear Technicians,detailed,6850.0,7.3,38.46,80000.0,1.6,23.13,30.0,38.64,46.69,54.03,48110.0,62410.0,80370.0,97120.0,112390.0,,,2018
278,29-1127,Speech-Language Pathologists,detailed,142360.0,1.2,38.35,79770.0,0.5,23.48,28.94,36.83,46.62,57.17,48830.0,60200.0,76610.0,96980.0,118910.0,,,2018
279,51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,52290.0,1.7,38.25,79560.0,0.5,23.66,31.25,38.67,46.13,52.04,49210.0,65000.0,80440.0,95950.0,108240.0,,,2018
280,33-1020,First-Line Supervisors of Fire Fighting and Prevention Workers,broad,58690.0,0.9,38.19,79430.0,0.8,20.45,27.87,36.62,47.17,58.22,42540.0,57970.0,76170.0,98110.0,121090.0,,,2018
281,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,58690.0,0.9,38.19,79430.0,0.8,20.45,27.87,36.62,47.17,58.22,42540.0,57970.0,76170.0,98110.0,121090.0,,,2018
282,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,16580.0,2.5,*,79050.0,3.9,*,*,*,*,*,21760.0,41890.0,64480.0,98910.0,164410.0,,,2018
283,17-1000,"Architects, Surveyors, and Cartographers",minor,177030.0,1.1,37.97,78970.0,0.7,20.06,26.24,34.63,45.72,59.22,41730.0,54580.0,72020.0,95090.0,123180.0,,,2018
284,27-1022,Fashion Designers,detailed,18940.0,3.9,37.92,78870.0,1.5,16.3,22.43,32.41,46.77,65.14,33910.0,46650.0,67420.0,97290.0,135490.0,,,2018
285,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,22920.0,3.3,*,78790.0,1.0,*,*,*,*,*,37070.0,51710.0,69590.0,94800.0,129490.0,,,2018
286,13-1080,Logisticians,broad,159800.0,1.0,37.86,78740.0,0.4,21.55,27.64,35.86,46.3,57.75,44820.0,57490.0,74590.0,96310.0,120120.0,,,2018
287,13-1081,Logisticians,detailed,159800.0,1.0,37.86,78740.0,0.4,21.55,27.64,35.86,46.3,57.75,44820.0,57490.0,74590.0,96310.0,120120.0,,,2018
288,29-1120,Therapists,broad,676140.0,0.7,37.86,78740.0,0.2,22.62,28.72,36.79,46.08,55.74,47050.0,59740.0,76530.0,95840.0,115930.0,,,2018
289,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,95110.0,2.1,*,78720.0,1.2,*,*,*,*,*,35120.0,49660.0,66930.0,94510.0,134000.0,,,2018
290,13-2030,Budget Analysts,broad,54550.0,1.0,37.83,78680.0,0.6,23.82,28.93,36.17,45.56,54.68,49540.0,60170.0,75240.0,94770.0,113740.0,,,2018
